empresa,fecha,precio,es_imputado_kalman,rendimiento_simple,rendimiento_log,retorno_depende_imputacion,precio_original
Banco Davivienda PF,2022-12-23,25174.42578125,False,0.01061104645587685,0.0105551444075385,False,27620.0
Banco de Bogota,2022-12-23,29194.375,False,0.0,0.0,False,36900.0
Celsia,2022-12-23,2068.588134765625,False,0.012898321371249466,0.012815846459018529,False,2670.0
ETB,2022-12-23,108.0,False,0.0,0.0,False,108.0
Ecopetrol,2022-12-23,1309.4599609375,False,0.0,0.0,False,2258.0
Grupo Bolivar,2022-12-23,50648.421875,False,0.003278414024174392,0.00327305174157613,False,61200.0
Mineros SA,2022-12-23,1759.853271484375,False,-0.022222110691885177,-0.022472741786947668,False,1760.0
Nutresa,2022-12-23,38753.28515625,False,-0.0037913971424491377,-0.0037986027071325755,False,40840.90234375
Promigas,2022-12-23,3328.275146484375,False,0.016683840579650777,0.016546194181963025,False,4555.740234375
Banco Davivienda PF,2022-12-26,25420.51953125,False,0.009775545712080946,0.009728074187748473,False,27890.0
Banco de Bogota,2022-12-26,28982.826171875,False,-0.007246218770739277,-0.007272600134654639,False,36632.609375
Celsia,2022-12-26,2068.588134765625,False,0.0,0.0,False,2670.0
ETB,2022-12-26,108.23999786376953,False,0.002222202442310417,0.002219737002258804,False,108.23999786376953
Ecopetrol,2022-12-26,1345.9947509765625,False,0.027900654566715977,0.027518522836532576,False,2321.0
Grupo Bolivar,2022-12-26,50565.6875,False,-0.0016335035118011376,-0.0016348391333558371,False,61100.0
Mineros SA,2022-12-26,1819.847900390625,False,0.03409069942271192,0.03352248928256421,False,1820.0
Nutresa,2022-12-26,38753.28515625,False,0.0,0.0,False,40840.90234375
Promigas,2022-12-26,3251.755615234375,False,-0.02299074682296831,-0.023259155973936196,False,4451.0
Banco Davivienda PF,2022-12-27,25092.39453125,False,-0.012907879384472354,-0.012991909947029999,False,27530.0
Banco de Bogota,2022-12-27,30064.66796875,False,0.03732699462983424,0.03664720705401324,False,38000.0
Celsia,2022-12-27,2145.288330078125,False,0.037078524247259326,0.03640764889481813,False,2769.0
ETB,2022-12-27,102.83000183105469,False,-0.049981486876264025,-0.05127380707875992,False,102.83000183105469
Ecopetrol,2022-12-27,1391.80859375,False,0.034037163027714756,0.0334707164729801,False,2400.0
Grupo Bolivar,2022-12-27,50482.91796875,False,-0.0016368714704017018,-0.0016382126082203044,False,61000.0
Mineros SA,2022-12-27,1819.847900390625,False,0.0,0.0,False,1820.0
Nutresa,2022-12-27,38876.33984375,False,0.0031753356393877663,0.0031703049078705514,False,40970.5859375
Promigas,2022-12-27,3272.94189453125,False,0.006515335653644483,0.006494202597275878,False,4480.0
Banco Davivienda PF,2022-12-28,25156.197265625,False,0.0025427120674170745,0.002539484844529623,False,27600.0
Banco de Bogota,2022-12-28,31647.01171875,False,0.05263133960583666,0.05129306701306951,False,40000.0
Celsia,2022-12-28,2115.073486328125,False,-0.014084281038763469,-0.014184405759871368,False,2730.0
ETB,2022-12-28,106.0,False,0.03082756114459162,0.030361937064348463,False,106.0
Ecopetrol,2022-12-28,1379.6302490234375,False,-0.00875001403300002,-0.008788520189952067,False,2379.0
Grupo Bolivar,2022-12-28,51498.37890625,False,0.020114941416987664,0.01991530861111528,False,62227.01953125
Mineros SA,2022-12-28,1819.847900390625,False,0.0,0.0,False,1820.0
Nutresa,2022-12-28,39113.65234375,False,0.006104291220670355,0.006085735509704473,False,41220.6875
Promigas,2022-12-28,3273.6728515625,False,0.0002233333358196976,0.0002233084006427552,False,4481.0
Banco Davivienda PF,2022-12-29,25119.73828125,False,-0.0014493042803739309,-0.001450355537673058,False,27560.0
Banco de Bogota,2022-12-29,29273.49609375,False,-0.07499967599132773,-0.07796119119012751,False,37000.0
Celsia,2022-12-29,2153.811279296875,False,0.018315104992404185,0.018149403624113793,False,2780.0
ETB,2022-12-29,119.69999694824219,False,0.12924525422869992,0.1215494929568073,False,119.69999694824219
Ecopetrol,2022-12-29,1403.4068603515625,False,0.017234046111235246,0.017087224425716564,False,2420.0
Grupo Bolivar,2022-12-29,50482.91796875,False,-0.019718308790818262,-0.019915308611115262,False,61000.0
Mineros SA,2022-12-29,1849.845458984375,False,0.016483552602011953,0.016349173534318976,False,1850.0
Nutresa,2022-12-29,39113.65234375,False,0.0,0.0,False,41220.6875
Promigas,2022-12-29,3331.3876953125,False,0.017629997365941064,0.01747639171281108,False,4560.0
Banco Davivienda PF,2022-12-30,25119.73828125,False,0.0,0.0,False,27560.0
Banco de Bogota,2022-12-30,29273.49609375,False,0.0,0.0,False,37000.0
Celsia,2022-12-30,2153.811279296875,False,0.0,0.0,False,2780.0
ETB,2022-12-30,119.69999694824219,False,0.0,0.0,False,119.69999694824219
Ecopetrol,2022-12-30,1403.4068603515625,False,0.0,0.0,False,2420.0
Grupo Bolivar,2022-12-30,50482.91796875,False,0.0,0.0,False,61000.0
Mineros SA,2022-12-30,1849.845458984375,False,0.0,0.0,False,1850.0
Nutresa,2022-12-30,39113.65234375,False,0.0,0.0,False,41220.6875
Promigas,2022-12-30,3331.3876953125,False,0.0,0.0,False,4560.0
Banco Davivienda PF,2023-01-02,24682.240234375,False,-0.01741650498013192,-0.017569956640986935,False,27080.0
Banco de Bogota,2023-01-02,30463.419921875,False,0.0406485041729967,0.039844080524267855,False,38504.01171875
Celsia,2023-01-02,2153.811279296875,False,0.0,0.0,False,2780.0
ETB,2023-01-02,119.69999694824219,False,0.0,0.0,False,119.69999694824219
Ecopetrol,2023-01-02,1437.6221923828125,False,0.024380194366927066,0.024087741270082667,False,2479.0
Grupo Bolivar,2023-01-02,51310.49609375,False,0.016393230785753943,0.01626031245129069,False,62000.0
Mineros SA,2023-01-02,1888.842041015625,False,0.021080994545706666,0.020861864680356914,False,1889.0
Nutresa,2023-01-02,37355.74609375,False,-0.044943546425955216,-0.04598482655845288,False,39368.07421875
Promigas,2023-01-02,3332.118408203125,False,0.00021934189516681357,0.00021931784325032356,False,4561.0
Banco Davivienda PF,2023-01-03,24746.041015625,False,0.002584886162851019,0.0025815510905654233,False,27150.0
Banco de Bogota,2023-01-03,31567.90625,False,0.036256150194479586,0.03561436249871031,False,39900.0
Celsia,2023-01-03,2168.53125,False,0.006834382772816783,0.006811134244990044,False,2799.0
ETB,2023-01-03,108.0,False,-0.0977443378992,-0.10285735994465477,False,108.0
Ecopetrol,2023-01-03,1380.2099609375,False,-0.0399355489568185,-0.04075486027049524,False,2380.0
Grupo Bolivar,2023-01-03,51798.77734375,False,0.009516205984597237,0.009471212118469283,False,62590.0
Mineros SA,2023-01-03,1899.84130859375,False,0.005823286087073054,0.0058063962943232,False,1900.0
Nutresa,2023-01-03,37355.74609375,False,0.0,0.0,False,39368.07421875
Promigas,2023-01-03,3305.796142578125,False,-0.007899558899287284,-0.00793092571322245,False,4524.97021484375
Banco Davivienda PF,2023-01-04,24800.728515625,False,0.002209949460823646,0.002207511114268243,False,27210.0
Banco de Bogota,2023-01-04,31074.703125,False,-0.015623561508771311,-0.01574689564478411,False,39276.62890625
Celsia,2023-01-04,2161.55859375,False,-0.00321538195495219,-0.003220562403237543,False,2790.0
ETB,2023-01-04,109.91000366210938,False,0.01768521909360543,0.01753065527575341,False,109.91000366210938
Ecopetrol,2023-01-04,1400.50732421875,False,0.014705996808966004,0.014598912218388181,False,2415.0
Grupo Bolivar,2023-01-04,50488.80859375,False,-0.025289568927596706,-0.025614845867568292,False,61007.12109375
Mineros SA,2023-01-04,1948.8370361328125,False,0.025789378995727086,0.025462442045113724,False,1949.0
Nutresa,2023-01-04,39342.1875,False,0.053176327980833715,0.05181067210640567,False,41461.52734375
Promigas,2023-01-04,3360.610107421875,False,0.01658116909804419,0.01644520244580943,False,4600.0
Banco Davivienda PF,2023-01-05,25292.916015625,False,0.019845687181725857,0.019651328774396223,False,27750.0
Banco de Bogota,2023-01-05,31639.10546875,False,0.018162758996591366,0.017999786484845112,False,39990.0
Celsia,2023-01-05,2154.58544921875,False,-0.0032259798792465544,-0.003231194570349733,False,2781.0
ETB,2023-01-05,108.11000061035156,False,-0.016377062976828505,-0.016512649449639885,False,108.11000061035156
Ecopetrol,2023-01-05,1455.599609375,False,0.03933737739428267,0.03858337297428869,False,2510.0
Grupo Bolivar,2023-01-05,50077.390625,False,-0.0081486963192261,-0.008182078415805788,False,60510.0
Mineros SA,2023-01-05,1899.84130859375,False,-0.025141008011776877,-0.02546244204511384,False,1900.0
Nutresa,2023-01-05,38067.69921875,False,-0.03239495214265853,-0.03293128337547686,False,40118.3828125
Promigas,2023-01-05,3289.01513671875,False,-0.02130415859459811,-0.02153436765982811,False,4502.0
Banco Davivienda PF,2023-01-06,26158.798828125,False,0.034234202650461176,0.033661252034814286,False,28700.0
Banco de Bogota,2023-01-06,31567.90625,False,-0.0022503549861838668,-0.002252890840061024,False,39900.0
Celsia,2023-01-06,2207.26904296875,False,0.024451846998736038,0.02415768612685133,False,2849.0
ETB,2023-01-06,106.87000274658203,False,-0.011469779453972206,-0.011536064713312647,False,106.87000274658203
Ecopetrol,2023-01-06,1534.468994140625,False,0.054183433588230745,0.05276647063917955,False,2646.0
Grupo Bolivar,2023-01-06,49822.37890625,False,-0.005092352368349817,-0.005105362581860418,False,60201.859375
Mineros SA,2023-01-06,1999.8330078125,False,0.052631606001220854,0.051293320088710015,False,2000.0
Nutresa,2023-01-06,39975.03515625,False,0.050103788162762175,0.04888900515379827,False,42128.46875
Promigas,2023-01-06,3305.635498046875,False,0.005053294265074726,0.0050405692245223625,False,4524.75
Banco Davivienda PF,2023-01-09,26158.798828125,False,0.0,0.0,False,28700.0
Banco de Bogota,2023-01-09,31567.90625,False,0.0,0.0,False,39900.0
Celsia,2023-01-09,2207.26904296875,False,0.0,0.0,False,2849.0
ETB,2023-01-09,106.87000274658203,False,0.0,0.0,False,106.87000274658203
Ecopetrol,2023-01-09,1534.468994140625,False,0.0,0.0,False,2646.0
Grupo Bolivar,2023-01-09,49822.37890625,False,0.0,0.0,False,60201.859375
Mineros SA,2023-01-09,1999.8330078125,False,0.0,0.0,False,2000.0
Nutresa,2023-01-09,39975.03515625,False,0.0,0.0,False,42128.46875
Promigas,2023-01-09,3305.635498046875,False,0.0,0.0,False,4524.75
Banco Davivienda PF,2023-01-10,26432.236328125,False,0.010452983785555592,0.01039872910522407,False,29000.0
Banco de Bogota,2023-01-10,31330.55078125,False,-0.0075188853790389976,-0.007547294691539806,False,39600.0
Celsia,2023-01-10,2246.78125,False,0.01790094739792414,0.017742612213442935,False,2900.0
ETB,2023-01-10,106.0,False,-0.00814075722113572,-0.008174074124953383,False,106.0
Ecopetrol,2023-01-10,1557.0858154296875,False,0.01473918428813148,0.014631618181059704,False,2685.0
Grupo Bolivar,2023-01-10,51271.76171875,False,0.02909099975389129,0.02867588807673349,False,61770.0
Mineros SA,2023-01-10,2004.4024658203125,False,0.002284919785782824,0.002282313326181425,False,2004.5699462890625
Nutresa,2023-01-10,39627.453125,False,-0.008694977500117496,-0.00873299937699947,False,41683.84375
Promigas,2023-01-10,3432.936767578125,False,0.038510377083760705,0.03778735666134355,False,4699.0
Banco Davivienda PF,2023-01-11,26368.43359375,False,-0.0024138227875599716,-0.0024167407543671123,False,28930.0
Banco de Bogota,2023-01-11,31647.01171875,False,0.010100714146697554,0.010050042858689096,False,40000.0
Celsia,2023-01-11,2295.590576171875,False,0.02172411140242292,0.021491505634445497,False,2963.0
ETB,2023-01-11,119.0,False,0.12264150943396235,0.11568439899946231,False,119.0
Ecopetrol,2023-01-11,1545.4871826171875,False,-0.007448936145692975,-0.00747681801702191,False,2665.0
Grupo Bolivar,2023-01-11,51794.6796875,False,0.010198946773439355,0.010147288459150638,False,62400.0
Mineros SA,2023-01-11,2099.824462890625,False,0.04760620618736899,0.04650775782952758,False,2100.0
Nutresa,2023-01-11,38790.86328125,False,-0.02111137047114986,-0.0213374023416679,False,40803.8515625
Promigas,2023-01-11,3377.961181640625,False,-0.01601415629227687,-0.016143768509261094,False,4623.75
Banco Davivienda PF,2023-01-12,26249.9453125,False,-0.004493565415204848,-0.00450369182745943,False,28800.0
Banco de Bogota,2023-01-12,30934.958984375,False,-0.022499841081460747,-0.022756824546118687,False,39100.0
Celsia,2023-01-12,2314.959228515625,False,0.008437328740061867,0.008401933437106858,False,2988.0
ETB,2023-01-12,110.0999984741211,False,-0.07478992878889834,-0.07773446324192247,False,110.0999984741211
Ecopetrol,2023-01-12,1562.3050537109375,False,0.010881922077975448,0.010823140020618753,False,2694.0
Grupo Bolivar,2023-01-12,50624.30859375,False,-0.02259635740217647,-0.022855567328980204,False,60990.0
Mineros SA,2023-01-12,2299.807861328125,False,0.09523815060340901,0.09097182875666408,False,2300.0
Nutresa,2023-01-12,38746.84375,False,-0.0011347912246973957,-0.0011354355877837316,False,40757.53515625
Promigas,2023-01-12,3433.667236328125,False,0.01649102866849539,0.01635652833998388,False,4700.0
Banco Davivienda PF,2023-01-13,25839.787109375,False,-0.01562510695706809,-0.0157484656229444,False,28350.0
Banco de Bogota,2023-01-13,30934.958984375,False,0.0,0.0,False,39100.0
Celsia,2023-01-13,2309.5908203125,False,-0.0023190076684708183,-0.0023217007310481373,False,2904.0
ETB,2023-01-13,118.58999633789062,False,0.07711169828730835,0.07428310522667342,False,118.58999633789062
Ecopetrol,2023-01-13,1573.903564453125,False,0.007423973131647665,0.007396551079867205,False,2714.0
Grupo Bolivar,2023-01-13,50369.15625,False,-0.005040115131202061,-0.005052859351060812,False,60682.58984375
Mineros SA,2023-01-13,2199.83154296875,False,-0.04347159605830697,-0.044444794837884015,False,2200.0
Nutresa,2023-01-13,39601.0234375,False,0.022045142386597716,0.021805661438697804,False,41656.05078125
Promigas,2023-01-13,3429.5107421875,False,-0.0012105116350965561,-0.001211244896112968,False,4694.31005859375
Banco Davivienda PF,2023-01-16,25566.353515625,False,-0.010581882605789517,-0.010638268860113417,False,28050.0
Banco de Bogota,2023-01-16,30484.693359375,False,-0.014555235881431927,-0.014662202546070726,False,38530.8984375
Celsia,2023-01-16,2292.09375,False,-0.00757583125054706,-0.007604673622414524,False,2882.0
ETB,2023-01-16,117.41999816894531,False,-0.009865909478668944,-0.009914900054301883,False,117.41999816894531
Ecopetrol,2023-01-16,1565.784423828125,False,-0.005158601078472769,-0.005171952597583449,False,2700.0
Grupo Bolivar,2023-01-16,50632.6171875,False,0.005230600572150745,0.005216968496278097,False,61000.0
Mineros SA,2023-01-16,2225.600341796875,False,0.011713987332570452,0.011645909707497409,False,2225.77001953125
Nutresa,2023-01-16,39187.1328125,False,-0.010451513346699692,-0.010506513974496067,False,41220.6875
Promigas,2023-01-16,3291.206787109375,False,-0.04032760515277123,-0.041163308128588455,False,4505.0
Banco Davivienda PF,2023-01-17,25456.978515625,False,-0.004278083690470558,-0.004287260873692977,False,27930.0
Banco de Bogota,2023-01-17,31567.90625,False,0.035533009233693846,0.034916278925039984,False,39900.0
Celsia,2023-01-17,2298.45654296875,False,0.002775974136638215,0.002772128236203952,False,2890.0
ETB,2023-01-17,112.12000274658203,False,-0.04513707634995512,-0.0461874842485838,False,112.12000274658203
Ecopetrol,2023-01-17,1575.0633544921875,False,0.005926058864078376,0.005908568841169212,False,2716.0
Grupo Bolivar,2023-01-17,50632.6171875,False,0.0,0.0,False,61000.0
Mineros SA,2023-01-17,2199.83154296875,False,-0.011578358586753379,-0.011645909707497524,False,2200.0
Nutresa,2023-01-17,38966.9921875,False,-0.0056176762421816795,-0.005633514730213426,False,40989.109375
Promigas,2023-01-17,3342.322265625,False,0.015530922795804925,0.01541155238296251,False,4551.60986328125
Banco Davivienda PF,2023-01-18,24928.333984375,False,-0.0207661930863291,-0.020984842785664565,False,27350.0
Banco de Bogota,2023-01-18,31647.01171875,False,0.0025058826557431413,0.0025027481671493325,False,40000.0
Celsia,2023-01-18,2306.409912109375,False,0.0034603086862596832,0.003454335593355059,False,2900.0
ETB,2023-01-18,112.95999908447266,False,0.007491940040255107,0.007464014846656586,False,112.95999908447266
Ecopetrol,2023-01-18,1625.5162353515625,False,0.03203228664769586,0.03152995208132279,False,2803.0
Grupo Bolivar,2023-01-18,50632.6171875,False,0.0,0.0,False,61000.0
Mineros SA,2023-01-18,2220.83056640625,False,0.009545741583994793,0.00950046887251314,False,2221.0
Nutresa,2023-01-18,38782.06640625,False,-0.004745703244432686,-0.004756999848465326,False,40794.5859375
Promigas,2023-01-18,3539.405029296875,False,0.058965817180115954,0.05729278770370832,False,4820.0
Banco Davivienda PF,2023-01-19,24773.384765625,False,-0.0062157871780409435,-0.0062351856092853495,False,27180.0
Banco de Bogota,2023-01-19,30612.75390625,False,-0.03268105758899287,-0.03322701121787109,False,38692.73046875
Celsia,2023-01-19,2306.409912109375,False,0.0,0.0,False,2900.0
ETB,2023-01-19,118.05999755859375,False,0.045148712070254726,0.04415918349312351,False,118.05999755859375
Ecopetrol,2023-01-19,1604.0592041015625,False,-0.013200133461207408,-0.013288029573405254,False,2766.0
Grupo Bolivar,2023-01-19,51446.05859375,False,0.01606556112313351,0.015937875738906922,False,61980.0
Mineros SA,2023-01-19,2249.82763671875,False,0.013056858434465468,0.012972352451964342,False,2250.0
Nutresa,2023-01-19,38746.84375,False,-0.0009082202036641007,-0.000908632885522861,False,40757.53515625
Promigas,2023-01-19,3433.64892578125,False,-0.029879627406370624,-0.03033511972656299,False,4675.97998046875
Banco Davivienda PF,2023-01-20,24882.759765625,False,0.004415020435631689,0.0044053028247100995,False,27300.0
Banco de Bogota,2023-01-20,31246.150390625,False,0.020690607787680504,0.020479464648602924,False,39493.328125
Celsia,2023-01-20,2308.0009765625,False,0.0006898446129508518,0.0006896067795282944,False,2902.0
ETB,2023-01-20,108.62000274658203,False,-0.07995930041694777,-0.0833373712403218,False,108.62000274658203
Ecopetrol,2023-01-20,1594.2008056640625,False,-0.006145906842024429,-0.006164870667341368,False,2749.0
Grupo Bolivar,2023-01-20,51354.7578125,False,-0.0017746895242445326,-0.0017762661513234341,False,61870.0
Mineros SA,2023-01-20,2308.8232421875,False,0.026222277878491962,0.025884368390158393,False,2309.0
Nutresa,2023-01-20,39627.453125,False,0.02272725439733403,0.022472837929451706,False,41683.84375
Promigas,2023-01-20,3539.405029296875,False,0.03079991746435251,0.030335119726563057,False,4820.0
Banco Davivienda PF,2023-01-23,24627.552734375,False,-0.010256379664226878,-0.010309338749660906,False,27020.0
Banco de Bogota,2023-01-23,31647.01171875,False,0.01282914289003978,0.012747546569268249,False,40000.0
Celsia,2023-01-23,2264.258056640625,False,-0.01895273024841826,-0.019134635305901992,False,2847.0
ETB,2023-01-23,112.62999725341797,False,0.03691764320970914,0.03625250778086889,False,112.62999725341797
Ecopetrol,2023-01-23,1587.24169921875,False,-0.00436526341009702,-0.004374818990974705,False,2737.0
Grupo Bolivar,2023-01-23,50225.90234375,False,-0.02198151674420379,-0.022226710091347766,False,60510.0
Mineros SA,2023-01-23,2334.821044921875,False,0.0112601962156893,0.011197272124098656,False,2335.0
Nutresa,2023-01-23,39451.328125,False,-0.0044445197990502505,-0.00445442604039344,False,41498.58203125
Promigas,2023-01-23,3533.582275390625,False,-0.0016451222332717341,-0.0016464769328210361,False,4812.06982421875
Banco Davivienda PF,2023-01-24,24180.939453125,False,-0.018134700027527262,-0.018301149107010233,False,26530.0
Banco de Bogota,2023-01-24,29692.822265625,False,-0.06174957277142201,-0.06373838562090428,False,37530.0
Celsia,2023-01-24,2201.42822265625,False,-0.02774853060591187,-0.028140794613827045,False,2768.0
ETB,2023-01-24,111.38999938964844,False,-0.011009481434857249,-0.011070534296033916,False,111.38999938964844
Ecopetrol,2023-01-24,1548.386962890625,False,-0.024479407482332127,-0.024784009436326415,False,2670.0
Grupo Bolivar,2023-01-24,50217.58984375,False,-0.000165502253062777,-0.00016551595007193953,False,60500.0
Mineros SA,2023-01-24,2199.83154296875,False,-0.057815780891096846,-0.059554461838734266,False,2200.0
Nutresa,2023-01-24,39407.30078125,False,-0.0011159914213915156,-0.001116614603504898,False,41452.265625
Promigas,2023-01-24,3524.78466796875,False,-0.002489713479475242,-0.0024928179700119905,False,4800.08984375
Banco Davivienda PF,2023-01-25,23424.4296875,False,-0.03128537528872699,-0.031785215408394275,False,25700.0
Banco de Bogota,2023-01-25,28719.677734375,False,-0.032773729709640875,-0.03332281887344869,False,36300.0
Celsia,2023-01-25,2147.34716796875,False,-0.024566349304927848,-0.02487313692145913,False,2700.0
ETB,2023-01-25,111.86000061035156,False,0.004219420264641949,0.004210543472142365,False,111.86000061035156
Ecopetrol,2023-01-25,1544.9073486328125,False,-0.0022472510691491365,-0.0022497799271960217,False,2664.0
Grupo Bolivar,2023-01-25,50184.375,False,-0.0006614185159691255,-0.0006616373496948647,False,60460.0
Mineros SA,2023-01-25,2199.83154296875,False,0.0,0.0,False,2200.0
Nutresa,2023-01-25,39178.3359375,False,-0.005810213823600474,-0.0058271587837115035,False,41211.42578125
Promigas,2023-01-25,3522.515625,False,-0.0006437394571560118,-0.0006439467463652974,False,4797.0
Banco Davivienda PF,2023-01-26,23242.138671875,False,-0.007782089812085169,-0.007812528292503083,False,25500.0
Banco de Bogota,2023-01-26,28371.5546875,False,-0.012121412019130196,-0.012195475444492013,False,35860.0
Celsia,2023-01-26,2079.745361328125,False,-0.03148154506593914,-0.0319877411446558,False,2615.0
ETB,2023-01-26,118.79000091552734,False,0.06195244294084579,0.060109141158726176,False,118.79000091552734
Ecopetrol,2023-01-26,1561.7249755859375,False,0.010885848247150776,0.010827023917902072,False,2693.0
Grupo Bolivar,2023-01-26,50059.87890625,False,-0.002480774020798271,-0.0024838562392495924,False,60310.0
Mineros SA,2023-01-26,2294.824462890625,False,0.04318190646256426,0.04227556777465798,False,2295.0
Nutresa,2023-01-26,38834.8984375,False,-0.008766005287919154,-0.008804652733846827,False,40850.1640625
Promigas,2023-01-26,3368.1630859375,False,-0.043818837301112024,-0.0448078831526769,False,4586.7998046875
Banco Davivienda PF,2023-01-27,23050.734375,False,-0.008235227384931432,-0.00826932419566638,False,25290.0
Banco de Bogota,2023-01-27,29273.49609375,False,0.031790341283179036,0.03129548874871773,False,37000.0
Celsia,2023-01-27,2107.581298828125,False,0.013384300798355397,0.01329552232565927,False,2650.0
ETB,2023-01-27,110.36000061035156,False,-0.07096557151447813,-0.07360948112892016,False,110.36000061035156
Ecopetrol,2023-01-27,1511.8521728515625,False,-0.03193443372810467,-0.03245546024742905,False,2607.0
Grupo Bolivar,2023-01-27,50632.6171875,False,0.01144106405695866,0.011376110042780765,False,61000.0
Mineros SA,2023-01-27,2249.82763671875,False,-0.019607959954895948,-0.01980274645018068,False,2250.0
Nutresa,2023-01-27,39231.16796875,False,0.01020395436047683,0.010152245477411377,False,41267.00390625
Promigas,2023-01-27,3268.391357421875,False,-0.029622000470281407,-0.03006959315740543,False,4450.93017578125
Banco Davivienda PF,2023-01-30,23050.734375,False,0.0,0.0,False,25290.0
Banco de Bogota,2023-01-30,27952.2265625,False,-0.04513535134370561,-0.046185677701645354,False,35330.0
Celsia,2023-01-30,2077.359375,False,-0.014339624215174651,-0.01444343018050549,False,2612.0
ETB,2023-01-30,114.4800033569336,False,0.0373323914805741,0.036652409691878524,False,114.4800033569336
Ecopetrol,2023-01-30,1501.9932861328125,False,-0.006521065283886074,-0.006542420319116981,False,2590.0
Grupo Bolivar,2023-01-30,50632.6171875,False,0.0,0.0,False,61000.0
Mineros SA,2023-01-30,2200.831298828125,False,-0.021777818483056488,-0.022018455283489384,False,2201.0
Nutresa,2023-01-30,39601.0234375,False,0.009427592597921475,0.009383430193291496,False,41656.05078125
Promigas,2023-01-30,3280.779052734375,False,0.003790150553534488,0.0037829860303001403,False,4467.7998046875
Banco Davivienda PF,2023-01-31,23242.138671875,False,0.008303609497257058,0.008269324195666419,False,25500.0
Banco de Bogota,2023-01-31,28023.439453125,False,0.002547664332419819,0.002544424537085174,False,35420.0
Celsia,2023-01-31,2067.8154296875,False,-0.00459426781295369,-0.004604853897304033,False,2600.0
ETB,2023-01-31,108.0,False,-0.05660380124841358,-0.0582689374472946,False,108.0
Ecopetrol,2023-01-31,1547.806884765625,False,0.030501866456919435,0.030045932561602443,False,2669.0
Grupo Bolivar,2023-01-31,50632.6171875,False,0.0,0.0,False,61000.0
Mineros SA,2023-01-31,2289.82470703125,False,0.040436269808826975,0.03964011539266062,False,2290.0
Nutresa,2023-01-31,40331.9453125,False,0.018457146092539123,0.01828888028900801,False,42424.88671875
Promigas,2023-01-31,3341.14013671875,False,0.018398399591727177,0.01823119676701971,False,4550.0
Banco Davivienda PF,2023-02-01,23333.283203125,False,0.0039215208435312565,0.003913851723871409,False,25600.0
Banco de Bogota,2023-02-01,28023.439453125,False,0.0,0.0,False,35420.0
Celsia,2023-02-01,2016.1204833984375,False,-0.02499978747952125,-0.02531759001459184,False,2535.0
ETB,2023-02-01,109.88999938964844,False,0.017499994348596726,0.017348632780408293,False,109.88999938964844
Ecopetrol,2023-02-01,1492.1346435546875,False,-0.03596846722862823,-0.03663127456281642,False,2573.0
Grupo Bolivar,2023-02-01,50632.6171875,False,0.0,0.0,False,61000.0
Mineros SA,2023-02-01,2299.823974609375,False,0.004366826660320733,0.004357319739448875,False,2300.0
Nutresa,2023-02-01,39099.08203125,False,-0.030567910168912693,-0.031044853342712293,False,41128.05859375
Promigas,2023-02-01,3232.460693359375,False,-0.03252765191289053,-0.033068435275156044,False,4402.0
Banco Davivienda PF,2023-02-02,23424.4296875,False,0.003906286294197647,0.003898676568631758,False,25700.0
Banco de Bogota,2023-02-02,28482.31640625,False,0.01637475492230589,0.016242134416632078,False,36000.0
Celsia,2023-02-02,2002.5997314453125,False,-0.006706321405124505,-0.006728909825298171,False,2518.0
ETB,2023-02-02,107.87999725341797,False,-0.018291037832327217,-0.018460387092702618,False,107.87999725341797
Ecopetrol,2023-02-02,1464.298583984375,False,-0.018655192874551307,-0.01883139582623548,False,2525.0
Grupo Bolivar,2023-02-02,50217.58984375,False,-0.008196837667171941,-0.00823061645383621,False,60500.0
Mineros SA,2023-02-02,2141.8359375,False,-0.06869570839055594,-0.07116921127289086,False,2142.0
Nutresa,2023-02-02,40331.9453125,False,0.03153177049692957,0.03104485334271225,False,42424.88671875
Promigas,2023-02-02,3231.72705078125,False,-0.00022696102063424206,-0.00022698678018436865,False,4401.0
Banco Davivienda PF,2023-02-03,23333.283203125,False,-0.003891086595958382,-0.0038986765686318207,False,25600.0
Banco de Bogota,2023-02-03,28877.90234375,False,0.013888826030076462,0.013793260134601092,False,36500.0
Celsia,2023-02-03,1989.8748779296875,False,-0.006354167193681426,-0.006374440841104449,False,2502.0
ETB,2023-02-03,118.69999694824219,False,0.10029662560527552,0.09557980309385829,False,118.69999694824219
Ecopetrol,2023-02-03,1471.2574462890625,False,0.00475235200033608,0.004741095225584194,False,2537.0
Grupo Bolivar,2023-02-03,50632.6171875,False,0.008264581096809609,0.00823061645383615,False,61000.0
Mineros SA,2023-02-03,2149.835693359375,False,0.0037349993616748733,0.003728041571072998,False,2150.0
Nutresa,2023-02-03,39627.453125,False,-0.017467349567233947,-0.017621703798253983,False,41683.84375
Promigas,2023-02-03,3269.44873046875,False,0.011672297534651266,0.011604701759972134,False,4452.3701171875
Banco Davivienda PF,2023-02-06,23697.8671875,False,0.015625061471253643,0.015504247061505471,False,26000.0
Banco de Bogota,2023-02-06,28862.08203125,False,-0.0005478345453101552,-0.00054798466148306,False,36480.0
Celsia,2023-02-06,1964.424560546875,False,-0.012789908383230464,-0.012872403418949978,False,2470.0
ETB,2023-02-06,116.0,False,-0.02274639442003934,-0.02300908479941898,False,116.0
Ecopetrol,2023-02-06,1494.4544677734375,False,0.015766799714682644,0.015643794970864787,False,2577.0
